id;variety;mode;format;type;category
icenz_s1b-067_1;icenz;spoken;dialogue;public;legal cross-examinations
icenz_s1b-067_2;icenz;spoken;dialogue;public;legal cross-examinations
icenz_s1b-068_1;icenz;spoken;dialogue;public;legal cross-examinations
icenz_s1b-069_1;icenz;spoken;dialogue;public;legal cross-examinations
icenz_s1b-069_2;icenz;spoken;dialogue;public;legal cross-examinations
icenz_s1b-070_1;icenz;spoken;dialogue;public;legal cross-examinations
icenz_s1b-071_1;icenz;spoken;dialogue;public;business transactions
icenz_s1b-072_1;icenz;spoken;dialogue;public;business transactions
icenz_s1b-073_1;icenz;spoken;dialogue;public;business transactions
icenz_s1b-074_1;icenz;spoken;dialogue;public;business transactions
icenz_s1b-075_1;icenz;spoken;dialogue;public;business transactions
icenz_s1b-076_1;icenz;spoken;dialogue;public;business transactions
icenz_s1b-077_1;icenz;spoken;dialogue;public;business transactions
icenz_s1b-078_1;icenz;spoken;dialogue;public;business transactions
icenz_s1b-079_1;icenz;spoken;dialogue;public;business transactions
icenz_s1b-080_1;icenz;spoken;dialogue;public;business transactions
icenz_s2a-001_1;icenz;spoken;monologue;unscripted;spontaneous commentaries
icenz_s2a-002_1;icenz;spoken;monologue;unscripted;spontaneous commentaries
icenz_s2a-003_1;icenz;spoken;monologue;unscripted;spontaneous commentaries
icenz_s2a-004_1;icenz;spoken;monologue;unscripted;spontaneous commentaries
icenz_s2a-005_1;icenz;spoken;monologue;unscripted;spontaneous commentaries
icenz_s2a-006_1;icenz;spoken;monologue;unscripted;spontaneous commentaries
icenz_s2a-007_1;icenz;spoken;monologue;unscripted;spontaneous commentaries
icenz_s2a-008_1;icenz;spoken;monologue;unscripted;spontaneous commentaries
icenz_s2a-009_1;icenz;spoken;monologue;unscripted;spontaneous commentaries
icenz_s2a-010_1;icenz;spoken;monologue;unscripted;spontaneous commentaries
icenz_s2a-010_2;icenz;spoken;monologue;unscripted;spontaneous commentaries
icenz_s2a-011_1;icenz;spoken;monologue;unscripted;spontaneous commentaries
icenz_s2a-012_1;icenz;spoken;monologue;unscripted;spontaneous commentaries
icenz_s2a-013_1;icenz;spoken;monologue;unscripted;spontaneous commentaries
icenz_s2a-014_1;icenz;spoken;monologue;unscripted;spontaneous commentaries
icenz_s2a-015_1;icenz;spoken;monologue;unscripted;spontaneous commentaries
icenz_s2a-016_1;icenz;spoken;monologue;unscripted;spontaneous commentaries
icenz_s2a-017_1;icenz;spoken;monologue;unscripted;spontaneous commentaries
icenz_s2a-018_1;icenz;spoken;monologue;unscripted;spontaneous commentaries
icenz_s2a-018_2;icenz;spoken;monologue;unscripted;spontaneous commentaries
icenz_s2a-019_1;icenz;spoken;monologue;unscripted;spontaneous commentaries
icenz_s2a-020_1;icenz;spoken;monologue;unscripted;spontaneous commentaries
icenz_s2a-021_1;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-022_1;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-023_1;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-024_1;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-025_1;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-026_1;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-026_2;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-027_1;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-027_2;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-028_1;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-028_2;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-029_1;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-029_2;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-030_1;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-030_2;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-031_1;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-032_1;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-033_1;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-034_1;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-035_1;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-036_1;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-037_1;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-038_1;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-038_2;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-039_1;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-040_1;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-041_1;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-042_1;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-043_1;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-044_1;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-045_1;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-046_1;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-047_1;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-048_1;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-049_1;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-050_1;icenz;spoken;monologue;unscripted;unscripted speeches
icenz_s2a-051_1;icenz;spoken;monologue;unscripted;demonstrations
icenz_s2a-052_1;icenz;spoken;monologue;unscripted;demonstrations
icenz_s2a-053_1;icenz;spoken;monologue;unscripted;demonstrations
icenz_s2a-054_1;icenz;spoken;monologue;unscripted;demonstrations
icenz_s2a-054_2;icenz;spoken;monologue;unscripted;demonstrations
icenz_s2a-055_1;icenz;spoken;monologue;unscripted;demonstrations
icenz_s2a-056_1;icenz;spoken;monologue;unscripted;demonstrations
icenz_s2a-057_1;icenz;spoken;monologue;unscripted;demonstrations
icenz_s2a-058_1;icenz;spoken;monologue;unscripted;demonstrations
icenz_s2a-059_1;icenz;spoken;monologue;unscripted;demonstrations
icenz_s2a-060_1;icenz;spoken;monologue;unscripted;demonstrations
icenz_s2a-061_1;icenz;spoken;monologue;unscripted;legal presentations
icenz_s2a-062_1;icenz;spoken;monologue;unscripted;legal presentations
icenz_s2a-063_1;icenz;spoken;monologue;unscripted;legal presentations
icenz_s2a-063_2;icenz;spoken;monologue;unscripted;legal presentations
icenz_s2a-064_1;icenz;spoken;monologue;unscripted;legal presentations
icenz_s2a-065_1;icenz;spoken;monologue;unscripted;legal presentations
icenz_s2a-066_1;icenz;spoken;monologue;unscripted;legal presentations
icenz_s2a-067_1;icenz;spoken;monologue;unscripted;legal presentations
icenz_s2a-068_1;icenz;spoken;monologue;unscripted;legal presentations
icenz_s2a-069_1;icenz;spoken;monologue;unscripted;legal presentations
icenz_s2a-070_1;icenz;spoken;monologue;unscripted;legal presentations
icenz_s2b-001_1;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-001_2;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-001_3;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-002_1;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-002_2;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-002_3;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-003_1;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-003_2;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-003_3;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-004_1;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-004_2;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-004_3;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-005_1;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-005_2;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-005_3;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-006_1;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-006_2;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-006_3;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-007_1;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-007_2;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-007_3;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-008_1;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-008_2;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-008_3;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-009_1;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-009_2;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-009_3;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-010_1;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-010_2;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-010_3;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-011_1;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-011_2;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-012_1;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-012_2;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-013_1;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-013_2;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-013_3;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-014_1;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-014_2;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-014_3;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-015_1;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-015_2;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-015_3;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-016_1;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-016_2;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-016_3;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-017_1;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-017_2;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-017_3;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-018_1;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-018_2;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-018_3;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-019_1;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-019_2;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-019_3;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-020_1;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-020_2;icenz;spoken;monologue;scripted;broadcast news
icenz_s2b-021_1;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-022_1;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-022_2;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-022_3;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-023_1;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-023_2;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-023_3;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-024_1;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-024_2;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-025_1;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-025_2;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-026_1;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-027_1;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-028_1;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-028_2;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-028_3;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-029_1;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-029_2;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-029_3;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-030_1;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-030_2;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-031_1;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-031_2;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-032_1;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-033_1;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-033_2;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-034_1;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-034_2;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-035_1;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-036_1;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-037_1;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-037_2;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-038_1;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-039_1;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-039_2;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-040_1;icenz;spoken;monologue;scripted;broadcast talks
icenz_s2b-041_1;icenz;spoken;monologue;scripted;speeches (not broadcast)
icenz_s2b-042_1;icenz;spoken;monologue;scripted;speeches (not broadcast)
icenz_s2b-043_1;icenz;spoken;monologue;scripted;speeches (not broadcast)
icenz_s2b-043_2;icenz;spoken;monologue;scripted;speeches (not broadcast)
icenz_s2b-044_1;icenz;spoken;monologue;scripted;speeches (not broadcast)
icenz_s2b-044_2;icenz;spoken;monologue;scripted;speeches (not broadcast)
icenz_s2b-045_1;icenz;spoken;monologue;scripted;speeches (not broadcast)
icenz_s2b-045_2;icenz;spoken;monologue;scripted;speeches (not broadcast)
icenz_s2b-046_1;icenz;spoken;monologue;scripted;speeches (not broadcast)
icenz_s2b-047_1;icenz;spoken;monologue;scripted;speeches (not broadcast)
icenz_s2b-048_1;icenz;spoken;monologue;scripted;speeches (not broadcast)
icenz_s2b-049_1;icenz;spoken;monologue;scripted;speeches (not broadcast)
icenz_s2b-050_1;icenz;spoken;monologue;scripted;speeches (not broadcast)
icenz_w1a-001_1;icenz;written;non-printed;non-professional;student untimed essays
icenz_w1a-002_1;icenz;written;non-printed;non-professional;student untimed essays
icenz_w1a-002_2;icenz;written;non-printed;non-professional;student untimed essays
icenz_w1a-003_1;icenz;written;non-printed;non-professional;student untimed essays
icenz_w1a-003_2;icenz;written;non-printed;non-professional;student untimed essays
icenz_w1a-004_1;icenz;written;non-printed;non-professional;student untimed essays
icenz_w1a-005_1;icenz;written;non-printed;non-professional;student untimed essays
icenz_w1a-005_2;icenz;written;non-printed;non-professional;student untimed essays
icenz_w1a-006_1;icenz;written;non-printed;non-professional;student untimed essays
icenz_w1a-007_1;icenz;written;non-printed;non-professional;student untimed essays
icenz_w1a-008_1;icenz;written;non-printed;non-professional;student untimed essays
icenz_w1a-009_1;icenz;written;non-printed;non-professional;student untimed essays
icenz_w1a-010_1;icenz;written;non-printed;non-professional;student untimed essays
icenz_w1a-010_2;icenz;written;non-printed;non-professional;student untimed essays
icenz_w1a-010_3;icenz;written;non-printed;non-professional;student untimed essays
icenz_w1a-011_1;icenz;written;non-printed;non-professional;student examination essays
icenz_w1a-011_2;icenz;written;non-printed;non-professional;student examination essays
icenz_w1a-011_3;icenz;written;non-printed;non-professional;student examination essays
icenz_w1a-011_4;icenz;written;non-printed;non-professional;student examination essays
icenz_w1a-012_1;icenz;written;non-printed;non-professional;student examination essays
icenz_w1a-012_2;icenz;written;non-printed;non-professional;student examination essays
icenz_w1a-013_1;icenz;written;non-printed;non-professional;student examination essays
icenz_w1a-013_2;icenz;written;non-printed;non-professional;student examination essays
icenz_w1a-013_3;icenz;written;non-printed;non-professional;student examination essays
icenz_w1a-013_4;icenz;written;non-printed;non-professional;student examination essays
icenz_w1a-014_1;icenz;written;non-printed;non-professional;student examination essays
icenz_w1a-014_2;icenz;written;non-printed;non-professional;student examination essays
icenz_w1a-014_3;icenz;written;non-printed;non-professional;student examination essays
icenz_w1a-015_1;icenz;written;non-printed;non-professional;student examination essays
icenz_w1a-015_2;icenz;written;non-printed;non-professional;student examination essays
icenz_w1a-016_1;icenz;written;non-printed;non-professional;student examination essays
icenz_w1a-016_2;icenz;written;non-printed;non-professional;student examination essays
icenz_w1a-016_3;icenz;written;non-printed;non-professional;student examination essays
icenz_w1a-016_4;icenz;written;non-printed;non-professional;student examination essays
icenz_w1a-017_1;icenz;written;non-printed;non-professional;student examination essays
icenz_w1a-018_1;icenz;written;non-printed;non-professional;student examination essays
icenz_w1a-018_2;icenz;written;non-printed;non-professional;student examination essays
icenz_w1a-018_3;icenz;written;non-printed;non-professional;student examination essays
icenz_w1a-019_1;icenz;written;non-printed;non-professional;student examination essays
icenz_w1a-019_2;icenz;written;non-printed;non-professional;student examination essays
icenz_w1a-019_3;icenz;written;non-printed;non-professional;student examination essays
icenz_w1a-020_1;icenz;written;non-printed;non-professional;student examination essays
icenz_w1a-020_2;icenz;written;non-printed;non-professional;student examination essays
icenz_w1a-020_3;icenz;written;non-printed;non-professional;student examination essays
icenz_w1b-001_1;icenz;written;non-printed;correspondence;social letters
icenz_w1b-002_1;icenz;written;non-printed;correspondence;social letters
icenz_w1b-002_2;icenz;written;non-printed;correspondence;social letters
icenz_w1b-002_3;icenz;written;non-printed;correspondence;social letters
icenz_w1b-003_1;icenz;written;non-printed;correspondence;social letters
icenz_w1b-004_1;icenz;written;non-printed;correspondence;social letters
icenz_w1b-005_1;icenz;written;non-printed;correspondence;social letters
icenz_w1b-005_2;icenz;written;non-printed;correspondence;social letters
icenz_w1b-005_3;icenz;written;non-printed;correspondence;social letters
icenz_w1b-006_1;icenz;written;non-printed;correspondence;social letters
icenz_w1b-006_2;icenz;written;non-printed;correspondence;social letters
icenz_w1b-006_3;icenz;written;non-printed;correspondence;social letters
icenz_w1b-006_4;icenz;written;non-printed;correspondence;social letters
icenz_w1b-007_1;icenz;written;non-printed;correspondence;social letters
icenz_w1b-008_1;icenz;written;non-printed;correspondence;social letters
icenz_w1b-008_2;icenz;written;non-printed;correspondence;social letters
icenz_w1b-008_3;icenz;written;non-printed;correspondence;social letters
icenz_w1b-009_1;icenz;written;non-printed;correspondence;social letters
icenz_w1b-009_2;icenz;written;non-printed;correspondence;social letters
icenz_w1b-010_1;icenz;written;non-printed;correspondence;social letters
icenz_w1b-010_2;icenz;written;non-printed;correspondence;social letters
icenz_w1b-010_3;icenz;written;non-printed;correspondence;social letters
icenz_w1b-010_4;icenz;written;non-printed;correspondence;social letters
icenz_w1b-010_5;icenz;written;non-printed;correspondence;social letters
icenz_w1b-010_6;icenz;written;non-printed;correspondence;social letters
icenz_w1b-010_7;icenz;written;non-printed;correspondence;social letters
icenz_w1b-011_1;icenz;written;non-printed;correspondence;social letters
icenz_w1b-011_2;icenz;written;non-printed;correspondence;social letters
icenz_w1b-011_3;icenz;written;non-printed;correspondence;social letters
icenz_w1b-012_1;icenz;written;non-printed;correspondence;social letters
icenz_w1b-012_2;icenz;written;non-printed;correspondence;social letters
icenz_w1b-012_3;icenz;written;non-printed;correspondence;social letters
icenz_w1b-013_1;icenz;written;non-printed;correspondence;social letters
icenz_w1b-013_2;icenz;written;non-printed;correspondence;social letters
icenz_w1b-014_1;icenz;written;non-printed;correspondence;social letters
icenz_w1b-014_2;icenz;written;non-printed;correspondence;social letters
icenz_w1b-014_3;icenz;written;non-printed;correspondence;social letters
icenz_w1b-015_1;icenz;written;non-printed;correspondence;social letters
icenz_w1b-015_2;icenz;written;non-printed;correspondence;social letters
icenz_w1b-015_3;icenz;written;non-printed;correspondence;social letters
icenz_w1b-015_4;icenz;written;non-printed;correspondence;social letters
icenz_w1b-015_5;icenz;written;non-printed;correspondence;social letters
icenz_w1b-015_6;icenz;written;non-printed;correspondence;social letters
icenz_w1b-016_1;icenz;written;non-printed;correspondence;business letters
icenz_w1b-016_2;icenz;written;non-printed;correspondence;business letters
icenz_w1b-016_3;icenz;written;non-printed;correspondence;business letters
icenz_w1b-016_4;icenz;written;non-printed;correspondence;business letters
icenz_w1b-016_5;icenz;written;non-printed;correspondence;business letters
icenz_w1b-016_6;icenz;written;non-printed;correspondence;business letters
icenz_w1b-016_7;icenz;written;non-printed;correspondence;business letters
icenz_w1b-016_8;icenz;written;non-printed;correspondence;business letters
icenz_w1b-017_1;icenz;written;non-printed;correspondence;business letters
icenz_w1b-017_2;icenz;written;non-printed;correspondence;business letters
icenz_w1b-017_3;icenz;written;non-printed;correspondence;business letters
icenz_w1b-017_4;icenz;written;non-printed;correspondence;business letters
icenz_w1b-017_5;icenz;written;non-printed;correspondence;business letters
icenz_w1b-017_6;icenz;written;non-printed;correspondence;business letters
icenz_w1b-017_7;icenz;written;non-printed;correspondence;business letters
icenz_w1b-017_8;icenz;written;non-printed;correspondence;business letters
icenz_w1b-017_9;icenz;written;non-printed;correspondence;business letters
icenz_w1b-017_10;icenz;written;non-printed;correspondence;business letters
icenz_w1b-017_11;icenz;written;non-printed;correspondence;business letters
icenz_w1b-017_12;icenz;written;non-printed;correspondence;business letters
icenz_w1b-018_1;icenz;written;non-printed;correspondence;business letters
icenz_w1b-018_2;icenz;written;non-printed;correspondence;business letters
icenz_w1b-018_3;icenz;written;non-printed;correspondence;business letters
icenz_w1b-018_4;icenz;written;non-printed;correspondence;business letters
icenz_w1b-018_5;icenz;written;non-printed;correspondence;business letters
icenz_w1b-018_6;icenz;written;non-printed;correspondence;business letters
icenz_w1b-018_7;icenz;written;non-printed;correspondence;business letters
icenz_w1b-018_8;icenz;written;non-printed;correspondence;business letters
icenz_w1b-019_1;icenz;written;non-printed;correspondence;business letters
icenz_w1b-019_2;icenz;written;non-printed;correspondence;business letters
icenz_w1b-019_3;icenz;written;non-printed;correspondence;business letters
icenz_w1b-019_4;icenz;written;non-printed;correspondence;business letters
icenz_w1b-019_5;icenz;written;non-printed;correspondence;business letters
icenz_w1b-019_6;icenz;written;non-printed;correspondence;business letters
icenz_w1b-019_7;icenz;written;non-printed;correspondence;business letters
icenz_w1b-019_8;icenz;written;non-printed;correspondence;business letters
icenz_w1b-020_1;icenz;written;non-printed;correspondence;business letters
icenz_w1b-020_2;icenz;written;non-printed;correspondence;business letters
icenz_w1b-020_3;icenz;written;non-printed;correspondence;business letters
icenz_w1b-020_4;icenz;written;non-printed;correspondence;business letters
icenz_w1b-020_5;icenz;written;non-printed;correspondence;business letters
icenz_w1b-020_6;icenz;written;non-printed;correspondence;business letters
icenz_w1b-020_7;icenz;written;non-printed;correspondence;business letters
icenz_w1b-020_8;icenz;written;non-printed;correspondence;business letters
icenz_w1b-020_9;icenz;written;non-printed;correspondence;business letters
icenz_w1b-020_10;icenz;written;non-printed;correspondence;business letters
icenz_w1b-020_11;icenz;written;non-printed;correspondence;business letters
icenz_w1b-020_12;icenz;written;non-printed;correspondence;business letters
icenz_w1b-020_13;icenz;written;non-printed;correspondence;business letters
icenz_w1b-021_1;icenz;written;non-printed;correspondence;business letters
icenz_w1b-021_2;icenz;written;non-printed;correspondence;business letters
icenz_w1b-021_3;icenz;written;non-printed;correspondence;business letters
icenz_w1b-021_4;icenz;written;non-printed;correspondence;business letters
icenz_w1b-021_5;icenz;written;non-printed;correspondence;business letters
icenz_w1b-021_6;icenz;written;non-printed;correspondence;business letters
icenz_w1b-021_7;icenz;written;non-printed;correspondence;business letters
icenz_w1b-021_8;icenz;written;non-printed;correspondence;business letters
icenz_w1b-021_9;icenz;written;non-printed;correspondence;business letters
icenz_w1b-021_10;icenz;written;non-printed;correspondence;business letters
icenz_w1b-021_11;icenz;written;non-printed;correspondence;business letters
icenz_w1b-021_12;icenz;written;non-printed;correspondence;business letters
icenz_w1b-021_13;icenz;written;non-printed;correspondence;business letters
icenz_w1b-021_14;icenz;written;non-printed;correspondence;business letters
icenz_w1b-021_15;icenz;written;non-printed;correspondence;business letters
icenz_w1b-022_1;icenz;written;non-printed;correspondence;business letters
icenz_w1b-022_2;icenz;written;non-printed;correspondence;business letters
icenz_w1b-022_3;icenz;written;non-printed;correspondence;business letters
icenz_w1b-023_1;icenz;written;non-printed;correspondence;business letters
icenz_w1b-023_2;icenz;written;non-printed;correspondence;business letters
icenz_w1b-023_3;icenz;written;non-printed;correspondence;business letters
icenz_w1b-023_4;icenz;written;non-printed;correspondence;business letters
icenz_w1b-023_5;icenz;written;non-printed;correspondence;business letters
icenz_w1b-023_6;icenz;written;non-printed;correspondence;business letters
icenz_w1b-023_7;icenz;written;non-printed;correspondence;business letters
icenz_w1b-023_8;icenz;written;non-printed;correspondence;business letters
icenz_w1b-023_9;icenz;written;non-printed;correspondence;business letters
icenz_w1b-024_1;icenz;written;non-printed;correspondence;business letters
icenz_w1b-024_2;icenz;written;non-printed;correspondence;business letters
icenz_w1b-024_3;icenz;written;non-printed;correspondence;business letters
icenz_w1b-024_4;icenz;written;non-printed;correspondence;business letters
icenz_w1b-024_5;icenz;written;non-printed;correspondence;business letters
icenz_w1b-025_1;icenz;written;non-printed;correspondence;business letters
icenz_w1b-025_2;icenz;written;non-printed;correspondence;business letters
icenz_w1b-025_3;icenz;written;non-printed;correspondence;business letters
icenz_w1b-025_4;icenz;written;non-printed;correspondence;business letters
icenz_w1b-025_5;icenz;written;non-printed;correspondence;business letters
icenz_w1b-025_6;icenz;written;non-printed;correspondence;business letters
icenz_w1b-025_7;icenz;written;non-printed;correspondence;business letters
icenz_w1b-025_8;icenz;written;non-printed;correspondence;business letters
icenz_w1b-025_9;icenz;written;non-printed;correspondence;business letters
icenz_w1b-025_10;icenz;written;non-printed;correspondence;business letters
icenz_w1b-025_11;icenz;written;non-printed;correspondence;business letters
icenz_w1b-025_12;icenz;written;non-printed;correspondence;business letters
icenz_w1b-025_13;icenz;written;non-printed;correspondence;business letters
icenz_w1b-025_14;icenz;written;non-printed;correspondence;business letters
icenz_w1b-026_1;icenz;written;non-printed;correspondence;business letters
icenz_w1b-026_2;icenz;written;non-printed;correspondence;business letters
icenz_w1b-026_3;icenz;written;non-printed;correspondence;business letters
icenz_w1b-026_4;icenz;written;non-printed;correspondence;business letters
icenz_w1b-026_5;icenz;written;non-printed;correspondence;business letters
icenz_w1b-026_6;icenz;written;non-printed;correspondence;business letters
icenz_w1b-026_7;icenz;written;non-printed;correspondence;business letters
icenz_w1b-026_8;icenz;written;non-printed;correspondence;business letters
icenz_w1b-026_9;icenz;written;non-printed;correspondence;business letters
icenz_w1b-026_10;icenz;written;non-printed;correspondence;business letters
icenz_w1b-026_11;icenz;written;non-printed;correspondence;business letters
icenz_w1b-027_1;icenz;written;non-printed;correspondence;business letters
icenz_w1b-027_2;icenz;written;non-printed;correspondence;business letters
icenz_w1b-027_3;icenz;written;non-printed;correspondence;business letters
icenz_w1b-027_4;icenz;written;non-printed;correspondence;business letters
icenz_w1b-027_5;icenz;written;non-printed;correspondence;business letters
icenz_w1b-028_1;icenz;written;non-printed;correspondence;business letters
icenz_w1b-028_2;icenz;written;non-printed;correspondence;business letters
icenz_w1b-028_3;icenz;written;non-printed;correspondence;business letters
icenz_w1b-028_4;icenz;written;non-printed;correspondence;business letters
icenz_w1b-028_5;icenz;written;non-printed;correspondence;business letters
icenz_w1b-028_6;icenz;written;non-printed;correspondence;business letters
icenz_w1b-029_1;icenz;written;non-printed;correspondence;business letters
icenz_w1b-029_2;icenz;written;non-printed;correspondence;business letters
icenz_w1b-029_3;icenz;written;non-printed;correspondence;business letters
icenz_w1b-029_4;icenz;written;non-printed;correspondence;business letters
